codi_municipi;nom_municipi;codi_provincia;nom_provincia;codi_comarca;nom_comarca;utmX;utmY;longitud;latitud;georeferencia
399;Campins;8;Barcelona;41;Vallès Oriental;455411;4619331;2.463909429;41.72452859;POINT (2.463909429 41.72452859)
403;Canet de Mar;8;Barcelona;21;Maresme;465195;4604172;2.582425003;41.588484712;POINT (2.582425003 41.588484712)
410;Canovelles;8;Barcelona;41;Vallès Oriental;439767;4608034;2.276970352;41.621756753;POINT (2.276970352 41.621756753)
425;Cànoves i Samalús;8;Barcelona;41;Vallès Oriental;446156;4615996;2.352943715;41.693919367;POINT (2.352943715 41.693919367)
431;Canyelles;8;Barcelona;17;Garraf;393013;4571267;1.722358067;41.285755981;POINT (1.722358067 41.285755981)
446;Capellades;8;Barcelona;6;Anoia;390365;4598530;1.685814119;41.530912121;POINT (1.685814119 41.530912121)
459;Capolat;8;Barcelona;14;Berguedà;396865;4659104;1.753178363;42.077236538;POINT (1.753178363 42.077236538)
462;Cardedeu;8;Barcelona;41;Vallès Oriental;446310;4609818;2.355346668;41.638291792;POINT (2.355346668 41.638291792)
478;Cardona;8;Barcelona;7;Bages;390558;4640971;1.680327797;41.913110351;POINT (1.680327797 41.913110351)
484;Carme;8;Barcelona;6;Anoia;385129;4598610;1.62304521;41.530897864;POINT (1.62304521 41.530897864)
497;Casserres;8;Barcelona;14;Berguedà;404059;4652020;1.841287149;42.014360096;POINT (1.841287149 42.014360096)
500;Castellar del Riu;8;Barcelona;14;Berguedà;393279;4665133;1.708727309;42.131049322;POINT (1.708727309 42.131049322)
517;Castellar del Vallès;8;Barcelona;40;Vallès Occidental;423990;4607828;2.087635113;41.618557011;POINT (2.087635113 41.618557011)
522;Castellar de n'Hug;8;Barcelona;14;Berguedà;418969;4681652;2.017208352;42.282875139;POINT (2.017208352 42.282875139)
538;Castellbell i el Vilar;8;Barcelona;7;Bages;405081;4609256;1.860478136;41.629392366;POINT (1.860478136 41.629392366)
543;Castellbisbal;8;Barcelona;40;Vallès Occidental;414937;4591976;1.981226635;41.474875242;POINT (1.981226635 41.474875242)
556;Castellcir;8;Barcelona;42;Moianès;429250;4623562;2.148900039;41.760737454;POINT (2.148900039 41.760737454)
569;Castelldefels;8;Barcelona;11;Baix Llobregat;414265;4570376;1.976232924;41.280269457;POINT (1.976232924 41.280269457)
575;Castell de l'Areny;8;Barcelona;14;Berguedà;412881;4669547;1.945196781;42.173216064;POINT (1.945196781 42.173216064)
581;Castellet i la Gornal;8;Barcelona;3;Alt Penedès;381930;4567845;1.590703884;41.253400018;POINT (1.590703884 41.253400018)
594;Castellfollit del Boix;8;Barcelona;7;Bages;390392;4613663;1.683366337;41.667189158;POINT (1.683366337 41.667189158)
608;Castellfollit de Riubregós;8;Barcelona;6;Anoia;370149;4626094;1.437574989;41.776073793;POINT (1.437574989 41.776073793)
615;Castellgalí;8;Barcelona;7;Bages;403326;4614368;1.838589454;41.675209484;POINT (1.838589454 41.675209484)
620;Castellnou de Bages;8;Barcelona;7;Bages;403425;4632014;1.836910755;41.834129702;POINT (1.836910755 41.834129702)
636;Castellolí;8;Barcelona;6;Anoia;391688;4605995;1.700317601;41.598316481;POINT (1.700317601 41.598316481)
641;Castellterçol;8;Barcelona;42;Moianès;426879;4622567;2.12050299;41.751561829;POINT (2.12050299 41.751561829)
654;Castellví de la Marca;8;Barcelona;3;Alt Penedès;384363;4575916;1.61821029;41.326431737;POINT (1.61821029 41.326431737)
667;Castellví de Rosanes;8;Barcelona;11;Baix Llobregat;408079;4589304;1.89951114;41.450055318;POINT (1.89951114 41.450055318)
673;Centelles;8;Barcelona;24;Osona;435123;4627610;2.219100119;41.797698485;POINT (2.219100119 41.797698485)
689;Cervelló;8;Barcelona;11;Baix Llobregat;412972;4583254;1.958951323;41.396113524;POINT (1.958951323 41.396113524)
692;Collbató;8;Barcelona;11;Baix Llobregat;402409;4602397;1.829521495;41.567296368;POINT (1.829521495 41.567296368)
706;Collsuspina;8;Barcelona;42;Moianès;431515;4630764;2.175314238;41.825797637;POINT (2.175314238 41.825797637)
713;Copons;8;Barcelona;6;Anoia;376585;4610467;1.518223006;41.63639337;POINT (1.518223006 41.63639337)
728;Corbera de Llobregat;8;Barcelona;11;Baix Llobregat;410387;4585505;1.927701004;41.416102388;POINT (1.927701004 41.416102388)
734;Cornellà de Llobregat;8;Barcelona;11;Baix Llobregat;422220;4578603;2.070159567;41.355171447;POINT (2.070159567 41.355171447)
749;Cubelles;8;Barcelona;17;Garraf;388708;4562725;1.672526156;41.208250975;POINT (1.672526156 41.208250975)
752;Dosrius;8;Barcelona;21;Maresme;450483;4604946;2.405853754;41.594675414;POINT (2.405853754 41.594675414)
765;Esparreguera;8;Barcelona;11;Baix Llobregat;405802;4599206;1.870708537;41.538966192;POINT (1.870708537 41.538966192)
771;Esplugues de Llobregat;8;Barcelona;11;Baix Llobregat;423738;4581088;2.087992375;41.377697766;POINT (2.087992375 41.377697766)
787;Espunyola, l';8;Barcelona;14;Berguedà;398032;4656457;1.767745419;42.053555772;POINT (1.767745419 42.053555772)
790;Estany, l';8;Barcelona;42;Moianès;426344;4635569;2.112454961;41.86860715;POINT (2.112454961 41.86860715)
804;Fígols;8;Barcelona;14;Berguedà;403936;4670528;1.836761574;42.181006145;POINT (1.836761574 42.181006145)
811;Fogars de Montclús;8;Barcelona;41;Vallès Oriental;453688;4619687;2.443167054;41.727636577;POINT (2.443167054 41.727636577)
826;Fogars de la Selva;8;Barcelona;34;Selva;472676;4620417;2.671432557;41.735098882;POINT (2.671432557 41.735098882)
832;Folgueroles;8;Barcelona;24;Osona;443502;4643187;2.318462912;41.938626824;POINT (2.318462912 41.938626824)
847;Fonollosa;8;Barcelona;7;Bages;389335;4624312;1.668695995;41.762934129;POINT (1.668695995 41.762934129)
850;Font-rubí;8;Barcelona;3;Alt Penedès;387261;4585588;1.651028415;41.413940013;POINT (1.651028415 41.413940013)
863;Franqueses del Vallès, les;8;Barcelona;41;Vallès Oriental;441462;4609636;2.297161105;41.636306728;POINT (2.297161105 41.636306728)
879;Gallifa;8;Barcelona;40;Vallès Occidental;426413;4616082;2.115699161;41.693114631;POINT (2.115699161 41.693114631)
885;Garriga, la;8;Barcelona;41;Vallès Oriental;440564;4615084;2.285838545;41.685307859;POINT (2.285838545 41.685307859)
898;Gavà;8;Barcelona;11;Baix Llobregat;416688;4573218;2.004774201;41.306118866;POINT (2.004774201 41.306118866)
902;Gaià;8;Barcelona;7;Bages;410890;4641067;1.925435009;41.916529234;POINT (1.925435009 41.916529234)
919;Gelida;8;Barcelona;3;Alt Penedès;405030;4588330;1.863167973;41.440928938;POINT (1.863167973 41.440928938)
924;Gironella;8;Barcelona;14;Berguedà;407528;4654137;1.882846227;42.03383842;POINT (1.882846227 42.03383842)
930;Gisclareny;8;Barcelona;14;Berguedà;399892;4678251;1.786464763;42.250037078;POINT (1.786464763 42.250037078)
945;Granada, la;8;Barcelona;3;Alt Penedès;392921;4581387;1.719478586;41.376882069;POINT (1.719478586 41.376882069)
958;Granera;8;Barcelona;42;Moianès;421582;4619720;2.057173474;41.725417156;POINT (2.057173474 41.725417156)
961;Granollers;8;Barcelona;41;Vallès Oriental;440575;4606510;2.286822072;41.60808662;POINT (2.286822072 41.60808662)
977;Gualba;8;Barcelona;41;Vallès Oriental;458578;4620146;2.501920371;41.732046397;POINT (2.501920371 41.732046397)
983;Sant Salvador de Guardiola;8;Barcelona;7;Bages;397315;4614898;1.766295575;41.679232461;POINT (1.766295575 41.679232461)
996;Guardiola de Berguedà;8;Barcelona;14;Berguedà;407485;4676279;1.878810946;42.233220705;POINT (1.878810946 42.233220705)
1000;Gurb;8;Barcelona;24;Osona;437271;4643446;2.243276016;41.940489059;POINT (2.243276016 41.940489059)
1017;Hospitalet de Llobregat, l';8;Barcelona;13;Barcelonès;424697;4579053;2.099712098;41.359459666;POINT (2.099712098 41.359459666)
1022;Igualada;8;Barcelona;6;Anoia;384758;4603926;1.617581375;41.57871621;POINT (1.617581375 41.57871621)
1038;Jorba;8;Barcelona;6;Anoia;379054;4606584;1.548645289;41.601802496;POINT (1.548645289 41.601802496)
1043;Llacuna, la;8;Barcelona;6;Anoia;377425;4592249;1.532021048;41.472480457;POINT (1.532021048 41.472480457)
1056;Llagosta, la;8;Barcelona;41;Vallès Oriental;432710;4596035;2.193612736;41.513120028;POINT (2.193612736 41.513120028)
1069;Llinars del Vallès;8;Barcelona;41;Vallès Oriental;450414;4609884;2.404620012;41.639151852;POINT (2.404620012 41.639151852)
1075;Lliçà d'Amunt;8;Barcelona;41;Vallès Oriental;436627;4606586;2.239433257;41.608466785;POINT (2.239433257 41.608466785)
1081;Lliçà de Vall;8;Barcelona;41;Vallès Oriental;436576;4604126;2.239084658;41.58630762;POINT (2.239084658 41.58630762)
1094;Lluçà;8;Barcelona;24;Osona;423331;4657751;2.073264042;42.068082291;POINT (2.073264042 42.068082291)
1108;Malgrat de Mar;8;Barcelona;21;Maresme;478410;4610450;2.740742879;41.645501427;POINT (2.740742879 41.645501427)
1115;Malla;8;Barcelona;24;Osona;436483;4637468;2.234413951;41.886588129;POINT (2.234413951 41.886588129)
1120;Manlleu;8;Barcelona;24;Osona;440667;4650018;2.283578064;41.999939102;POINT (2.283578064 41.999939102)
1136;Manresa;8;Barcelona;7;Bages;402428;4619693;1.826928753;41.723055286;POINT (1.826928753 41.723055286)
1141;Martorell;8;Barcelona;11;Baix Llobregat;410720;4591967;1.930730461;41.474336102;POINT (1.930730461 41.474336102)
1154;Martorelles;8;Barcelona;41;Vallès Oriental;436824;4597395;2.242767079;41.525703888;POINT (2.242767079 41.525703888)
1167;Masies de Roda, les;8;Barcelona;24;Osona;442657;4648850;2.30771889;41.989567361;POINT (2.30771889 41.989567361)
1173;Masies de Voltregà, les;8;Barcelona;24;Osona;436656;4652546;2.23487791;42.022393728;POINT (2.23487791 42.022393728)
1189;Masnou, el;8;Barcelona;21;Maresme;443145;4592175;2.319018119;41.479161716;POINT (2.319018119 41.479161716)
1192;Masquefa;8;Barcelona;6;Anoia;400836;4595156;1.81185265;41.50189427;POINT (1.81185265 41.50189427)
1206;Matadepera;8;Barcelona;40;Vallès Occidental;418890;4605451;2.026747357;41.596641888;POINT (2.026747357 41.596641888)
1213;Mataró;8;Barcelona;21;Maresme;453698;4598833;2.444896864;41.539809903;POINT (2.444896864 41.539809903)
1228;Mediona;8;Barcelona;3;Alt Penedès;384056;4592618;1.611341144;41.476788767;POINT (1.611341144 41.476788767)
1234;Molins de Rei;8;Barcelona;11;Baix Llobregat;417760;4585139;2.015962183;41.413593959;POINT (2.015962183 41.413593959)
1249;Mollet del Vallès;8;Barcelona;41;Vallès Oriental;434126;4598497;2.210310853;41.535411838;POINT (2.210310853 41.535411838)
1252;Montcada i Reixac;8;Barcelona;40;Vallès Occidental;432194;4593006;2.187770377;41.485795664;POINT (2.187770377 41.485795664)
1265;Montgat;8;Barcelona;21;Maresme;439766;4590846;2.278681615;41.466945198;POINT (2.278681615 41.466945198)
1271;Monistrol de Montserrat;8;Barcelona;7;Bages;403576;4607100;1.842759667;41.609790725;POINT (1.842759667 41.609790725)
1287;Monistrol de Calders;8;Barcelona;42;Moianès;418088;4623635;2.014631919;41.760322586;POINT (2.014631919 41.760322586)
1290;Muntanyola;8;Barcelona;24;Osona;431760;4636603;2.177584873;41.878409918;POINT (2.177584873 41.878409918)
1304;Montclar;8;Barcelona;14;Berguedà;397754;4652536;1.765071661;42.018209187;POINT (1.765071661 42.018209187)
1311;Montesquiu;8;Barcelona;24;Osona;434676;4662280;2.209866277;42.109893569;POINT (2.209866277 42.109893569)
1326;Montmajor;8;Barcelona;14;Berguedà;395250;4652484;1.734842842;42.017415526;POINT (1.734842842 42.017415526)
1332;Montmaneu;8;Barcelona;6;Anoia;367918;4609482;1.414420497;41.62613551;POINT (1.414420497 41.62613551)
1347;Figaró-Montmany;8;Barcelona;41;Vallès Oriental;439560;4619133;2.273365617;41.721699343;POINT (2.273365617 41.721699343)
1350;Montmeló;8;Barcelona;41;Vallès Oriental;437277;4600257;2.247898536;41.551517208;POINT (2.247898536 41.551517208)
1363;Montornès del Vallès;8;Barcelona;41;Vallès Oriental;438890;4599548;2.267313544;41.54526095;POINT (2.267313544 41.54526095)
1379;Montseny;8;Barcelona;41;Vallès Oriental;449736;4623213;2.395354738;41.759153989;POINT (2.395354738 41.759153989)
1385;Moià;8;Barcelona;42;Moianès;424990;4629394;2.096923027;41.812869119;POINT (2.096923027 41.812869119)
1398;Mura;8;Barcelona;7;Bages;414812;4616924;1.976188317;41.699541071;POINT (1.976188317 41.699541071)
1402;Navarcles;8;Barcelona;7;Bages;408859;4622781;1.903759781;41.751626892;POINT (1.903759781 41.751626892)
1419;Navàs;8;Barcelona;7;Bages;407043;4639263;1.879336762;41.899840834;POINT (1.879336762 41.899840834)
1424;Nou de Berguedà, la;8;Barcelona;14;Berguedà;407907;4668796;1.885103187;42.165884405;POINT (1.885103187 42.165884405)
1430;Òdena;8;Barcelona;6;Anoia;386808;4607006;1.641588518;41.606742091;POINT (1.641588518 41.606742091)
1445;Olvan;8;Barcelona;14;Berguedà;409558;4656683;1.906973539;42.056997671;POINT (1.906973539 42.056997671)
1458;Olèrdola;8;Barcelona;3;Alt Penedès;392968;4575183;1.721133883;41.321018469;POINT (1.721133883 41.321018469)
1461;Olesa de Bonesvalls;8;Barcelona;3;Alt Penedès;403862;4578438;1.850758765;41.351704507;POINT (1.850758765 41.351704507)
1477;Olesa de Montserrat;8;Barcelona;11;Baix Llobregat;407743;4599685;1.893900541;41.543505944;POINT (1.893900541 41.543505944)
1483;Olivella;8;Barcelona;17;Garraf;400577;4573886;1.812242091;41.310311558;POINT (1.812242091 41.310311558)
1496;Olost;8;Barcelona;24;Osona;425093;4648596;2.095728143;41.985806687;POINT (2.095728143 41.985806687)
1509;Orís;8;Barcelona;24;Osona;437056;4656521;2.239282559;42.058223954;POINT (2.239282559 42.058223954)
1516;Oristà;8;Barcelona;24;Osona;422098;4642694;2.060357752;41.932365764;POINT (2.060357752 41.932365764)
1521;Orpí;8;Barcelona;6;Anoia;383781;4598421;1.60692923;41.529003828;POINT (1.60692923 41.529003828)
1537;Òrrius;8;Barcelona;21;Maresme;446207;4600581;2.35494046;41.555084531;POINT (2.35494046 41.555084531)
1542;Pacs del Penedès;8;Barcelona;3;Alt Penedès;388674;4579745;1.669009697;41.36151537;POINT (1.669009697 41.36151537)
1555;Palafolls;8;Barcelona;21;Maresme;479139;4612862;2.749412882;41.667246003;POINT (2.749412882 41.667246003)
1568;Palau-solità i Plegamans;8;Barcelona;40;Vallès Occidental;431521;4604309;2.178421008;41.58754343;POINT (2.178421008 41.58754343)
1574;Pallejà;8;Barcelona;11;Baix Llobregat;416168;4586155;1.996775252;41.422579897;POINT (1.996775252 41.422579897)
1580;Papiol, el;8;Barcelona;11;Baix Llobregat;417373;4587856;2.010961168;41.438024248;POINT (2.010961168 41.438024248)
1593;Parets del Vallès;8;Barcelona;41;Vallès Oriental;436104;4602671;2.233577244;41.573165532;POINT (2.233577244 41.573165532)
1607;Perafita;8;Barcelona;24;Osona;426092;4654855;2.106999046;42.042266806;POINT (2.106999046 42.042266806)
1614;Piera;8;Barcelona;6;Anoia;395146;4597040;1.743364446;41.518136198;POINT (1.743364446 41.518136198)
1629;Hostalets de Pierola, els;8;Barcelona;6;Anoia;397456;4598746;1.770752125;41.53379831;POINT (1.770752125 41.53379831)
1635;Pineda de Mar;8;Barcelona;21;Maresme;474138;4608468;2.689529503;41.627522457;POINT (2.689529503 41.627522457)
1640;Pla del Penedès, el;8;Barcelona;3;Alt Penedès;392220;4586004;1.710276206;41.418366214;POINT (1.710276206 41.418366214)
1653;Pobla de Claramunt, la;8;Barcelona;6;Anoia;389529;4601220;1.675296009;41.555022308;POINT (1.675296009 41.555022308)
1666;Pobla de Lillet, la;8;Barcelona;14;Berguedà;415410;4677308;1.974683055;42.243380426;POINT (1.974683055 42.243380426)
1672;Polinyà;8;Barcelona;40;Vallès Occidental;429640;4601004;2.156245284;41.55760939;POINT (2.156245284 41.55760939)
1688;Pontons;8;Barcelona;3;Alt Penedès;376031;4585971;1.516619317;41.415735872;POINT (1.516619317 41.415735872)
1691;Prat de Llobregat, el;8;Barcelona;11;Baix Llobregat;424106;4575870;2.093044846;41.330736272;POINT (2.093044846 41.330736272)
1705;Prats de Rei, els;8;Barcelona;6;Anoia;378702;4618110;1.542081512;41.705537756;POINT (1.542081512 41.705537756)
1712;Prats de Lluçanès;8;Barcelona;24;Osona;419561;4651193;2.028590923;42.008646719;POINT (2.028590923 42.008646719)
1727;Premià de Mar;8;Barcelona;21;Maresme;446307;4593333;2.35678569;41.489809495;POINT (2.35678569 41.489809495)
1748;Puigdàlber;8;Barcelona;3;Alt Penedès;391430;4584452;1.701100137;41.404279647;POINT (1.701100137 41.404279647)
1751;Puig-reig;8;Barcelona;14;Berguedà;407122;4647512;1.87898946;41.97413283;POINT (1.87898946 41.97413283)
1764;Pujalt;8;Barcelona;6;Anoia;368785;4619595;1.422600785;41.71733521;POINT (1.422600785 41.71733521)
1770;Quar, la;8;Barcelona;14;Berguedà;414101;4659279;1.96148824;42.080887623;POINT (1.96148824 42.080887623)
1786;Rajadell;8;Barcelona;7;Bages;392396;4620352;1.70622668;41.727696301;POINT (1.70622668 41.727696301)
1799;Rellinars;8;Barcelona;40;Vallès Occidental;409282;4610095;1.910774943;41.637431146;POINT (1.910774943 41.637431146)
1803;Ripollet;8;Barcelona;40;Vallès Occidental;429344;4594222;2.15349201;41.496501631;POINT (2.15349201 41.496501631)
1810;Roca del Vallès, la;8;Barcelona;41;Vallès Oriental;443802;4604206;2.325763581;41.587568707;POINT (2.325763581 41.587568707)
1825;Pont de Vilomara i Rocafort, el;8;Barcelona;7;Bages;406029;4617092;1.87062396;41.700065814;POINT (1.87062396 41.700065814)
1831;Roda de Ter;8;Barcelona;24;Osona;442796;4647876;2.309491592;41.980805565;POINT (2.309491592 41.980805565)
1846;Rubí;8;Barcelona;40;Vallès Occidental;419144;4593994;2.031335058;41.493484672;POINT (2.031335058 41.493484672)
1859;Rubió;8;Barcelona;6;Anoia;380928;4611310;1.570183864;41.644644088;POINT (1.570183864 41.644644088)
1878;Sabadell;8;Barcelona;40;Vallès Occidental;425650;4599797;2.108551925;41.546378033;POINT (2.108551925 41.546378033)
1884;Sagàs;8;Barcelona;14;Berguedà;414070;4655942;1.961603058;42.050834225;POINT (1.961603058 42.050834225)
1897;Sant Pere Sallavinera;8;Barcelona;6;Anoia;381287;4621508;1.572465286;41.736524189;POINT (1.572465286 41.736524189)
1901;Saldes;8;Barcelona;14;Berguedà;395707;4676011;1.736147373;42.229320229;POINT (1.736147373 42.229320229)
1918;Sallent;8;Barcelona;7;Bages;408207;4630833;1.894674687;41.824062842;POINT (1.894674687 41.824062842)
1923;Santpedor;8;Barcelona;7;Bages;403537;4626365;1.839177662;41.783273365;POINT (1.839177662 41.783273365)
1939;Sant Iscle de Vallalta;8;Barcelona;21;Maresme;464121;4608105;2.569300136;41.623865928;POINT (2.569300136 41.623865928)
1944;Sant Adrià de Besòs;8;Barcelona;13;Barcelonès;434644;4586796;2.217787409;41.430067423;POINT (2.217787409 41.430067423)
1957;Sant Agustí de Lluçanès;8;Barcelona;24;Osona;427779;4659650;2.126789136;42.085605003;POINT (2.126789136 42.085605003)
1960;Sant Andreu de la Barca;8;Barcelona;11;Baix Llobregat;414084;4589224;1.971403604;41.449999657;POINT (1.971403604 41.449999657)
1976;Sant Andreu de Llavaneres;8;Barcelona;21;Maresme;456928;4602659;2.483347205;41.574458666;POINT (2.483347205 41.574458666)
1982;Sant Antoni de Vilamajor;8;Barcelona;41;Vallès Oriental;450111;4613708;2.400660571;41.673569557;POINT (2.400660571 41.673569557)
1995;Sant Bartomeu del Grau;8;Barcelona;24;Osona;431832;4647915;2.177151812;41.98028526;POINT (2.177151812 41.98028526)
2009;Sant Boi de Llobregat;8;Barcelona;11;Baix Llobregat;419914;4577779;2.042704219;41.347524275;POINT (2.042704219 41.347524275)
2016;Sant Boi de Lluçanès;8;Barcelona;24;Osona;429817;4656650;2.15178496;42.058770734;POINT (2.15178496 42.058770734)
2021;Sant Celoni;8;Barcelona;41;Vallès Oriental;457768;4615478;2.49251912;41.689962987;POINT (2.49251912 41.689962987)
2037;Sant Cebrià de Vallalta;8;Barcelona;21;Maresme;466627;4607605;2.599410003;41.619470995;POINT (2.599410003 41.619470995)
2042;Sant Climent de Llobregat;8;Barcelona;11;Baix Llobregat;416028;4576662;1.996420408;41.337070695;POINT (1.996420408 41.337070695)
2055;Sant Cugat del Vallès;8;Barcelona;40;Vallès Occidental;423378;4591324;2.082391608;41.469853438;POINT (2.082391608 41.469853438)
2068;Sant Cugat Sesgarrigues;8;Barcelona;3;Alt Penedès;395648;4579763;1.75236167;41.362615136;POINT (1.75236167 41.362615136)
2074;Sant Esteve de Palautordera;8;Barcelona;41;Vallès Oriental;453006;4617016;2.435177772;41.70353973;POINT (2.435177772 41.70353973)
2080;Sant Esteve Sesrovires;8;Barcelona;11;Baix Llobregat;406041;4594126;1.874365808;41.493245315;POINT (1.874365808 41.493245315)
2093;Sant Fost de Campsentelles;8;Barcelona;41;Vallès Oriental;435997;4596631;2.232936617;41.518757192;POINT (2.232936617 41.518757192)
2107;Sant Feliu de Codines;8;Barcelona;41;Vallès Oriental;430473;4615575;2.164546597;41.688918231;POINT (2.164546597 41.688918231)
2114;Sant Feliu de Llobregat;8;Barcelona;11;Baix Llobregat;420251;4581598;2.046230144;41.381953246;POINT (2.046230144 41.381953246)
2129;Sant Feliu Sasserra;8;Barcelona;7;Bages;418974;4644111;2.022486759;41.944812194;POINT (2.022486759 41.944812194)
2135;Sant Fruitós de Bages;8;Barcelona;7;Bages;406323;4622708;1.87327387;41.750674624;POINT (1.87327387 41.750674624)
2140;Vilassar de Dalt;8;Barcelona;21;Maresme;446554;4596349;2.359477069;41.516990794;POINT (2.359477069 41.516990794)
2153;Sant Hipòlit de Voltregà;8;Barcelona;24;Osona;436759;4651784;2.236199081;42.015546451;POINT (2.236199081 42.015546451)
2166;Sant Jaume de Frontanyà;8;Barcelona;14;Berguedà;419529;4670934;2.025486574;42.186416389;POINT (2.025486574 42.186416389)
2172;Sant Joan Despí;8;Barcelona;11;Baix Llobregat;420963;4580021;2.054954782;41.367821674;POINT (2.054954782 41.367821674)
2188;Sant Joan de Vilatorrada;8;Barcelona;7;Bages;400626;4622211;1.804848323;41.745507159;POINT (1.804848323 41.745507159)
2191;Vilassar de Mar;8;Barcelona;21;Maresme;449297;4594708;2.392486809;41.502388587;POINT (2.392486809 41.502388587)
2205;Sant Julià de Vilatorta;8;Barcelona;24;Osona;443988;4641369;2.324497728;41.922295539;POINT (2.324497728 41.922295539)
2212;Sant Just Desvern;8;Barcelona;11;Baix Llobregat;422708;4581990;2.075560984;41.385728278;POINT (2.075560984 41.385728278)
2227;Sant Llorenç d'Hortons;8;Barcelona;3;Alt Penedès;401833;4591363;1.824413228;41.467858768;POINT (1.824413228 41.467858768)
2233;Sant Llorenç Savall;8;Barcelona;40;Vallès Occidental;421739;4614607;2.059726584;41.679382905;POINT (2.059726584 41.679382905)
2248;Sant Martí de Centelles;8;Barcelona;24;Osona;437738;4623833;2.250971253;41.763890651;POINT (2.250971253 41.763890651)
2251;Sant Martí d'Albars;8;Barcelona;24;Osona;423356;4653296;2.074148562;42.027965552;POINT (2.074148562 42.027965552)
2264;Sant Martí de Tous;8;Barcelona;6;Anoia;376839;4602045;1.523004887;41.560600095;POINT (1.523004887 41.560600095)
2270;Sant Martí Sarroca;8;Barcelona;3;Alt Penedès;383860;4582463;1.610944411;41.385315444;POINT (1.610944411 41.385315444)
2286;Sant Martí Sesgueioles;8;Barcelona;6;Anoia;374209;4617796;1.488163253;41.702012199;POINT (1.488163253 41.702012199)
2299;Sant Mateu de Bages;8;Barcelona;7;Bages;394705;4627987;1.732630684;41.796756812;POINT (1.732630684 41.796756812)
2303;Premià de Dalt;8;Barcelona;21;Maresme;445126;4595285;2.34246115;41.507311014;POINT (2.34246115 41.507311014)
2310;Sant Pere de Ribes;8;Barcelona;17;Garraf;397142;4568603;1.772114573;41.262303316;POINT (1.772114573 41.262303316)
2325;Sant Pere de Riudebitlles;8;Barcelona;3;Alt Penedès;391530;4589882;1.701326925;41.453194474;POINT (1.701326925 41.453194474)
2331;Sant Pere de Torelló;8;Barcelona;24;Osona;441774;4658398;2.29610097;42.075495183;POINT (2.29610097 42.075495183)
2346;Sant Pere de Vilamajor;8;Barcelona;41;Vallès Oriental;449285;4614985;2.390629567;41.685018969;POINT (2.390629567 41.685018969)
2359;Sant Pol de Mar;8;Barcelona;21;Maresme;468430;4605460;2.621160222;41.600222588;POINT (2.621160222 41.600222588)
2362;Sant Quintí de Mediona;8;Barcelona;3;Alt Penedès;388357;4590947;1.663146513;41.462349591;POINT (1.663146513 41.462349591)
2378;Sant Quirze de Besora;8;Barcelona;24;Osona;435688;4661204;2.22222543;42.100285391;POINT (2.22222543 42.100285391)
2384;Sant Quirze del Vallès;8;Barcelona;40;Vallès Occidental;423336;4598318;2.080999131;41.532839537;POINT (2.080999131 41.532839537)
2397;Sant Quirze Safaja;8;Barcelona;42;Moianès;429561;4619847;2.153080364;41.727307423;POINT (2.153080364 41.727307423)
2401;Sant Sadurní d'Anoia;8;Barcelona;3;Alt Penedès;398666;4586560;1.787300544;41.424211608;POINT (1.787300544 41.424211608)
2418;Sant Sadurní d'Osormort;8;Barcelona;24;Osona;448689;4639065;2.381388572;41.901856926;POINT (2.381388572 41.901856926)
2423;Marganell;8;Barcelona;7;Bages;399481;4610543;1.793045527;41.640290978;POINT (1.793045527 41.640290978)
2439;Santa Cecília de Voltregà;8;Barcelona;24;Osona;435585;4649272;2.222301046;41.992821728;POINT (2.222301046 41.992821728)
2444;Santa Coloma de Cervelló;8;Barcelona;11;Baix Llobregat;417722;4580185;2.016180072;41.368972821;POINT (2.016180072 41.368972821)
2457;Santa Coloma de Gramenet;8;Barcelona;13;Barcelonès;433843;4589255;2.207934468;41.452149345;POINT (2.207934468 41.452149345)
2460;Santa Eugènia de Berga;8;Barcelona;24;Osona;440539;4638962;2.283148117;41.900358528;POINT (2.283148117 41.900358528)
2476;Santa Eulàlia de Riuprimer;8;Barcelona;24;Osona;432708;4640201;2.188605638;41.910889845;POINT (2.188605638 41.910889845)
2482;Santa Eulàlia de Ronçana;8;Barcelona;41;Vallès Oriental;435818;4611465;2.229205451;41.652345584;POINT (2.229205451 41.652345584)
2495;Santa Fe del Penedès;8;Barcelona;3;Alt Penedès;393083;4582225;1.721265848;41.384450014;POINT (1.721265848 41.384450014)
2508;Santa Margarida de Montbui;8;Barcelona;6;Anoia;383956;4603396;1.608065901;41.57382772;POINT (1.608065901 41.57382772)
2515;Santa Margarida i els Monjos;8;Barcelona;3;Alt Penedès;388108;4575296;1.663058723;41.321375173;POINT (1.663058723 41.321375173)
2520;Barberà del Vallès;8;Barcelona;40;Vallès Occidental;426960;4596388;2.124669407;41.515796362;POINT (2.124669407 41.515796362)
2536;Santa Maria de Besora;8;Barcelona;24;Osona;438646;4664224;2.257677408;42.12772104;POINT (2.257677408 42.12772104)
2541;Esquirol, l';8;Barcelona;24;Osona;447708;4653912;2.368244029;42.035508055;POINT (2.368244029 42.035508055)
2554;Santa Maria de Merlès;8;Barcelona;14;Berguedà;415392;4650388;1.978376645;42.000962639;POINT (1.978376645 42.000962639)
2567;Santa Maria de Martorelles;8;Barcelona;41;Vallès Oriental;437701;4596707;2.253349207;41.519575973;POINT (2.253349207 41.519575973)
